hombre	personas	D	etnia	Z	ocupado_jefe	ingreso_jefe_hogar
0.00	5.00	1.00	0.00	-0,455263287	1.00	36.00
0.00	7.00	1.00	0.00	0,292658508	1.00	87,09999847
1.00	8.00	1.00	0.00	0,301109791	1.00	17,5
0.00	8.00	1.00	1.00	-3,001611471	1.00	119,4000015
0.00	5.00	1.00	0.00	-0,886665523	1.00	73,30000305
1.00		1.00	1.00	0,855788648	1.00	43,79999924
0.00	3.00	1.00	0.00	-1,409112096	1.00	16.00
0.00	4.00	1.00	0.00	-1,070221066	0.00	43.00
1.00	11.00	1.00	1.00	-1,497648358	1.00	30.00
1.00	7.00	1.00	0.00	-1,770263076	1.00	146,8699951
0.00	4.00	1.00	1.00	-1,595853209	1.00	63,5
1.00	5.00	1.00	0.00	-0,113199905	0.00	0.00
1.00	6.00	1.00	1.00	-0,611244082	0.00	31,60000038
1.00	4.00	1.00	1.00	-0,866855443	1.00	126.00
0.00	5.00	1.00	1.00	-1,46554935	0.00	110.00
1.00		1.00	1.00	1,971082687	1.00	75,5
0.00		1.00	1.00	-0,099839807	1.00	24.00
0.00	8.00	1.00	0.00	-1,166522026	1.00	102,9000015
1.00	4.00	1.00	0.00	-0,978923023	1.00	110.00
1.00	3.00	1.00	1.00	-1,389319301	1.00	55.00
1.00	5.00	1.00	0.00	0,540052712	1.00	105,5
0.00	5.00	1.00	1.00	-1,19630146	1.00	80.00
0.00	8.00	1.00	0.00	-2,00543499	0.00	42,70000076
0.00	6.00	1.00	0.00	-1,010223031	1.00	109,1999969
0.00	4.00	1.00	0.00	0,351009905	1.00	45,5
0.00	4.00	1.00	0.00	-1,568567038	1.00	69,5
0.00	3.00	1.00	1.00	-1,052892685	1.00	40.00
0.00	4.00	1.00	0.00	-1,658610106	1.00	47,5
1.00	3.00	1.00	0.00	-0,311091989	1.00	50.00
0.00	5.00	1.00	1.00	-2,271116495	1.00	41.00
1.00	4.00	1.00	0.00	1,020156026	1.00	70,5
0.00	5.00	1.00	0.00	0,489954501	1.00	200,5
0.00	7.00	1.00	1.00	-2,710694313	0.00	175,9600067
0.00	5.00	1.00	0.00	2,325203896	0.00	0,5
0.00	2.00	1.00	0.00	5,941913128	1.00	123,5
0.00	4.00	1.00	1.00	-1,106426954	1.00	60.00
0.00	12.00	1.00	0.00	-1,156355023	0.00	87,59980011
0.00	7.00	1.00	0.00	-0,5803231	1.00	90.00
1.00	4.00	1.00	1.00	-0,395361334	1.00	40.00
0.00	5.00	1.00	1.00	-1,279702663	1.00	88.00
0.00		1.00	1.00	1,008401155	0.00	0,5
0.00	6.00	1.00	1.00	-1,135126472	0.00	219,1999969
0.00	9.00	1.00	0.00	-2,813022137	1.00	85,73999786
1.00	4.00	1.00	0.00	-1,062308073	0.00	83,69999695
0.00	4.00	1.00	1.00	-1,276323676	1.00	30.00
0.00	5.00	1.00	0.00	-2,277059078	1.00	3.00
1.00	3.00	1.00	1.00	-1,189467072	1.00	45.00
0.00	6.00	1.00	0.00	-0,83517921	1.00	20.00
0.00	4.00	1.00	0.00	0,381863415	1.00	15,5
1.00	5.00	1.00	0.00	0,065845802	1.00	80,5
1.00		1.00	1.00	1,319529653	0.00	0,5
0.00	5.00	1.00	0.00	0,705938876	1.00	55,5
0.00	3.00	1.00	0.00	-0,425545901	1.00	64.00
0.00	5.00	1.00	0.00	-2,020905018	1.00	35,5
1.00	8.00	1.00	0.00	-1,456984043	1.00	429,9992065
0.00	6.00	1.00	0.00	0,196404979	0.00	20,5
1.00	4.00	1.00	1.00	-0,96013236	0.00	14.00
1.00		1.00	1.00	-0,071665078	1.00	50.00
0.00	6.00	1.00	1.00	-0,958148837	1.00	4.00
1.00	3.00	1.00	1.00	-2,517300844	1.00	59.00
0.00	6.00	1.00	1.00	-0,821559966	0.00	43.00
0.00	9.00	1.00	1.00	-2,152374506	1.00	15,39999962
1.00	4.00	1.00	0.00	-1,406012058	1.00	2.00
1.00	10.00	1.00	0.00	-2,197533131	1.00	240,3000031
0.00	5.00	1.00	1.00	-2,701994658	1.00	23,60000038
1.00		1.00	1.00	-0,165150464	0.00	103,7399979
1.00	3.00	1.00	0.00	0,315436602	1.00	45,5
1.00		1.00	1.00	-0,041925877	1.00	50.00
0.00	5.00	1.00	1.00	-1,777482033	1.00	62,79999924
0.00		1.00	1.00	0,338238388	1.00	0,5
0.00		1.00	1.00	-0,135264426	1.00	38,70000076
0.00		1.00	1.00	-0,133046031	1.00	260.00
0.00		1.00	1.00	0,473026454	1.00	125,5
1.00	4.00	1.00	0.00	-0,879591823	1.00	115.00
0.00	4.00	1.00	0.00	0,184679493	1.00	100,5
0.00	6.00	1.00	1.00	-0,713989556	1.00	210.00
1.00		1.00	1.00	-0,331812561	0.00	70.00
1.00	4.00	1.00	0.00	-1,156240106	1.00	0.00
1.00	3.00	1.00	0.00	0,304478794	1.00	22,5
1.00	5.00	1.00	0.00	0,921782494	1.00	80,5
0.00	4.00	1.00	0.00	-0,728880823	1.00	26,65999985
0.00	4.00	1.00	0.00	0,106915303	1.00	0,5
1.00	7.00	1.00	1.00	-0,821083724	1.00	84.00
0.00	3.00	1.00	0.00	0,582620502	1.00	18,5
0.00	5.00	1.00	0.00	-2,089421988	1.00	81.00
0.00	10.00	1.00	0.00	0,494818211	1.00	74,59999847
0.00	9.00	1.00	0.00	-0,0543046	1.00	60.00
0.00		1.00	1.00	1,894005537	1.00	59,04999924
0.00	6.00	1.00	0.00	-1,420172095	1.00	45.00
0.00		1.00	1.00	-0,223821163	0.00	30.00
0.00	5.00	1.00	1.00	-2,053346157	1.00	42,86999893
1.00	3.00	1.00	1.00	-3,0327034	1.00	4.00
1.00	5.00	1.00	1.00	-2,023478746	0.00	49,5
1.00	5.00	1.00	0.00	-1,465867043	0.00	18.00
0.00		1.00	1.00	-0,280851662	1.00	74.00
1.00		1.00	1.00	0,959799469	1.00	36,5
1.00	5.00	1.00	1.00	-1,872291684	1.00	19,5
0.00	3.00	1.00	1.00	-0,997465849	1.00	43,29999924
0.00		1.00	1.00	1,777637124	1.00	120,5
1.00	4.00	1.00	0.00	1,489992976	1.00	97,5
1.00	10.00	1.00	1.00	-2,263048887	1.00	30,5
1.00	9.00	1.00	1.00	-0,774103224	0.00	46,40000153
0.00	4.00	1.00	1.00	-1,314619064	1.00	61,79999924
0.00		1.00	1.00	-0,093280897	1.00	172.00
0.00		1.00	1.00	-0,154591188	1.00	48,59999847
1.00	3.00	1.00	0.00	0,321451396	1.00	0,5
0.00	3.00	1.00	0.00	-0,977175057	0.00	60.00
0.00	5.00	1.00	0.00	0,523957074	0.00	164,5
0.00	6.00	1.00	0.00	-1,984311104	1.00	172,6999969
1.00	5.00	1.00	1.00	-0,961066306	1.00	14,39999962
0.00		1.00	1.00	-0,19143039	0.00	70.00
0.00	7.00	1.00	1.00	-1,725851059	0.00	42,5
1.00	7.00	1.00	1.00	-1,237857342	1.00	129,3999939
0.00	5.00	1.00	1.00	-1,916661978	1.00	0.00
0.00	4.00	1.00	0.00	0,614180207	1.00	68,5
1.00	4.00	1.00	0.00	1,078012943	0.00	206,8999939
0.00	3.00	1.00	0.00	1,771303892	1.00	150,5
1.00	5.00	1.00	0.00	-0,58048892	1.00	6.00
1.00	10.00	1.00	1.00	-1,606435657	1.00	51,29999924
1.00	5.00	1.00	0.00	-0,912590683	1.00	98,30000305
0.00	3.00	1.00	0.00	0,081080101	0.00	142,8999939
1.00		1.00	1.00	1,31519866	0.00	44,5
0.00	4.00	1.00	0.00	-0,419780612	0.00	70.00
1.00	8.00	1.00	1.00	-2,084182262	1.00	43,5
1.00		1.00	1.00	0,534463942	1.00	76,5
0.00		1.00	1.00	-0,302689612	1.00	175,3500061
1.00	5.00	1.00	0.00	-0,392893791	0.00	104.00
1.00	3.00	1.00	0.00	-1,672391057	0.00	90.00
1.00	10.00	1.00	0.00	-1,815387011	1.00	137,5
1.00	6.00	1.00	1.00	-0,47735101	1.00	40,77999878
1.00	8.00	1.00	0.00	-1,733212113	1.00	19,5
1.00	6.00	1.00	0.00	-0,599402487	0.00	50.00
1.00	7.00	1.00	0.00	1,824868917	1.00	300,5
0.00	8.00	1.00	1.00	-1,09399426	1.00	14,80000019
0.00	9.00	1.00	0.00	-1,297945023	0.00	183.00
0.00	10.00	1.00	0.00	-0,112496793	1.00	50.00
1.00	3.00	1.00	1.00	-1,241320252	0.00	44.00
0.00	5.00	1.00	0.00	-0,904119611	1.00	0.00
0.00	5.00	1.00	1.00	-1,451828361	0.00	130.00
1.00		1.00	1.00	1,068086028	1.00	950,5
0.00	4.00	1.00	0.00	1,563913941	0.00	60,5
0.00	2.00	1.00	0.00	3,323837996	1.00	30,5
0.00	4.00	1.00	1.00	-1,490738273	1.00	136.00
0.00		1.00	1.00	-0,273457766	1.00	100,5500031
1.00	4.00	1.00	0.00	1,152833939	0.00	537,2399902
1.00	7.00	1.00	1.00	-0,738505363	1.00	0.00
0.00	4.00	1.00	0.00	-1,855622053	0.00	83,5
1.00	3.00	1.00	1.00	-0,632227838	1.00	80.00
1.00		1.00	1.00	4,600248337	1.00	200,6000061
1.00	4.00	1.00	1.00	-0,446476042	1.00	70.00
0.00	4.00	1.00	0.00	1,614098907	1.00	120,5
0.00		1.00	1.00	0,288929433	1.00	59.00
1.00	7.00	1.00	1.00	-1,424130201	1.00	31.00
0.00		1.00	1.00	-0,236741573	1.00	310,000885
1.00	5.00	1.00	1.00	-1,982083201	1.00	42,5
0.00	8.00	1.00	0.00	-0,970405996	0.00	115,4000015
1.00	3.00	1.00	0.00	0,952253699	0.00	180,5
0.00	2.00	1.00	1.00	-1,373688579	1.00	0.00
1.00	6.00	1.00	0.00	-1,009705067	0.00	50.00
1.00	3.00	1.00	0.00	-1,388291001	1.00	429,9992065
0.00	4.00	1.00	0.00	1,805396914	1.00	47.00
1.00	8.00	1.00	0.00	-1,583298087	0.00	29,5
1.00	4.00	1.00	0.00	-1,042981029	0.00	103,3700027
0.00		1.00	1.00	4,214525223	1.00	210,5
1.00		1.00	1.00	-0,035691258	1.00	40.00
1.00	8.00	1.00	0.00	-2,151230097	1.00	930,5999756
1.00	9.00	1.00	0.00	0,105706699	1.00	71,87000275
0.00	11.00	1.00	0.00	-0,628120124	0.00	152,8999939
0.00	5.00	1.00	0.00	0,123375304	1.00	10,5
0.00	3.00	1.00	1.00	-2,270924091	1.00	0.00
0.00	9.00	1.00	0.00	-2,403079033	1.00	18,20000076
1.00	5.00	1.00	1.00	-1,024184585	0.00	68,84999847
1.00	5.00	1.00	1.00	-1,466780186	1.00	116,25
0.00	3.00	1.00	1.00	-1,28294313	1.00	33.00
1.00	5.00	1.00	1.00	-0,47936058	1.00	0.00
1.00	6.00	1.00	0.00	0,631435275	1.00	100,5
1.00	5.00	1.00	0.00	-2,485635042	1.00	74.00
1.00	3.00	1.00	1.00	-0,347400278	1.00	0.00
1.00	4.00	1.00	1.00	-1,592963219	0.00	119,5
1.00		1.00	1.00	1,368361115	0.00	60,5
0.00	5.00	1.00	0.00	-0,817974389	1.00	43.00
1.00	9.00	1.00	1.00	-1,556965232	1.00	6,099999905
0.00	4.00	1.00	0.00	-0,189360604	1.00	10.00
0.00		1.00	1.00	0,259666562	1.00	18.00
1.00	5.00	1.00	1.00	-2,694426537	1.00	19.00
1.00		1.00	1.00	4,856631756	1.00	60,5
